review_id,产品,地区,评分,标签,置信度,代表原话,评论标题,评论内容,评论链接
1792010705,流利说·英语,cn,2,应用稳定性与技术问题,1.0,两种图片界面混在一起崩溃，还无法返回,学习方式需更科学化人性化,软件总体不错，很实用。但我个人觉得轻松学的课程比付费的定制学课程更合理。因为轻松学兼顾了初级水平用户习惯，图片，句型，单词都显示，注重理解性学习，然后听力跟读要求高，便于用户听看说记，能提升口语能力和学习信心，而且课程自由选择余地大。而定制学课程重在训练听力，没有句型单词显示，只有图片，而且词汇与句型出现没有较好的难易度递进，有时AI的发音特别快，跟国人口音差别很大，看不见句子单词，即便会的单词词组也会跟读念错，纯粹是茫然的鹦鹉学舌，无法理解消化，主要靠机械记忆。甚至还出现图片新句型还未来得及巩固就突然出现练习，结果两种图片界面混在一起崩溃，还无法返回，必须得重头再做，浪费很多时间。根据这样的课程安排，初学者每天只需30分钟要想顺利进阶，是理想中的童话。希望程序猿能尽快改进，要以用户需求为本，体现学习方式的科学性。,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=1792010705
4570140624,流利说·英语,cn,3,学习内容与体系质量差,1.0,所有完整的句子都没有译文,一大缺陷，所有整句都没有中文译文，自己猜,整体感觉还不错，最大的缺陷就是所有完整的句子都没有译文，完全靠自己根据单词意思猜，可是很多句子的完整意思完全不是用单词的词意堆积出来的，学半天能读了能听了，就是不知道什么意思有什么意义呢？不能用于实践，学和没学有什么差异？了解周围很多朋友都是开始觉得还不错，学一段时间就放弃了，会让人感觉越学越没兴趣，反而觉得浪费时间，自己不学也不会推荐他人，希望官方能考虑到大家的感受，给予改进，这个和婴儿学语言不同，婴儿是白纸没有自己的思维，教他说什么就是什么，成年人已经有自己的思维，不能等同婴儿式的教育方式！,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=4570140624
3449449194,流利说·英语,cn,3,客户服务响应差,1.0,对我的学习计划指手画脚...态度很不好,我觉得懂你英语的商务课程不如普通的课程,首先：我的班主任，我开始对她还是很尊重的，推销课程我能理解，可是对我的学习计划指手画脚，这就让我很不开心了。原话我都不想回想，态度很不好。我已经删了班主任。 第二：我想象的商务英语是如何应对一个具体场景的对话，比如说面对客户的质疑我到底该怎么回答，而不是怎么在某个场景中表现这种流水账似的东西，我在酒会上不能谈论太多自己，这个我自己上班就知道啊，问题是谈论的具体内容该怎么用英语表达。 第三：遇到和自己工作关系不大的章节，非常想跳过去，可是没有这个功能。,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=3449449194
3449449194,流利说·英语,cn,3,学习内容与体系质量差,1.0,我想象的商务英语...不是怎么在某个场景中表现这种流水账,我觉得懂你英语的商务课程不如普通的课程,首先：我的班主任，我开始对她还是很尊重的，推销课程我能理解，可是对我的学习计划指手画脚，这就让我很不开心了。原话我都不想回想，态度很不好。我已经删了班主任。 第二：我想象的商务英语是如何应对一个具体场景的对话，比如说面对客户的质疑我到底该怎么回答，而不是怎么在某个场景中表现这种流水账似的东西，我在酒会上不能谈论太多自己，这个我自己上班就知道啊，问题是谈论的具体内容该怎么用英语表达。 第三：遇到和自己工作关系不大的章节，非常想跳过去，可是没有这个功能。,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=3449449194
3449449194,流利说·英语,cn,3,教学方式缺乏系统性,1.0,非常想跳过去，可是没有这个功能,我觉得懂你英语的商务课程不如普通的课程,首先：我的班主任，我开始对她还是很尊重的，推销课程我能理解，可是对我的学习计划指手画脚，这就让我很不开心了。原话我都不想回想，态度很不好。我已经删了班主任。 第二：我想象的商务英语是如何应对一个具体场景的对话，比如说面对客户的质疑我到底该怎么回答，而不是怎么在某个场景中表现这种流水账似的东西，我在酒会上不能谈论太多自己，这个我自己上班就知道啊，问题是谈论的具体内容该怎么用英语表达。 第三：遇到和自己工作关系不大的章节，非常想跳过去，可是没有这个功能。,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=3449449194
6922785206,流利说·英语,cn,3,学习内容与体系质量差,1.0,为什么要把懂你英语冷藏呢？,眼花缭乱，不如从前,我是从初高中就开始用流利说的用户，现在都上研究生了。一开始还叫英语流利说的时候功能相对单一，但智能纠音让人眼前一亮，所以一直坚持用。上了大学也一直在用，从七天发音训练营，到流利说阅读，一直感觉很好。体验最好的是在疫情期间，一直用了流利说的懂你英语，英语提高很快，买了一个月之后又入了499返学费的半年课程，最后一个月虽然因为开学没能坚持下来，但因为已经得到了提高，所以即使没返学费也不觉得可惜。当时已经有了达尔文英语，试用以后觉得过于花里胡哨，难度也比较低，不适合level 5及以上的人用，但因为有懂你英语，也没当回事，只觉得达尔文是一个支线产品。 今年一放寒假，早早做了计划想用懂你英语一个月继续提高，没想到放心拍下之后发现原来是达尔文英语改头换面变成了懂你英语A+，原来的懂你英语只有淘宝上卖长期的课程了。真的无语，主推达尔文英语就算了，为什么要冷藏懂你英语呢？ 多年的老用户了，果断退课之后正在寻找替代品。,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=6922785206
2409673946,流利说·英语,cn,3,学习内容与体系质量差,1.0,生僻字越来越多，不够生活化,改善课程内容加强班班亲和力,之前试用之后觉得不错买了半年返学费的课程 用了段时间后确实感觉听说有提高 不过随着课程难度增加 生僻字越来越多 不够生活化 课程内容也比较像上学时候的课本 不是很有趣 后来有段时间工作连续加班到半夜两周 没时间继续上课 班班私信我督促学习 我如实说了 结果那位班班很嘲讽的语气说不想学总是有各种借口理由的类似这样的话 真是立马印象极差…难道学员每天凌晨睡觉 还要抽半小时左右出来上课才行吗？之后的课程也弃了 因为这个也不会再用流利说了,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=2409673946
2409673946,流利说·英语,cn,3,客户服务响应差,1.0,那位班班很嘲讽的语气说不想学总是有各种借口,改善课程内容加强班班亲和力,之前试用之后觉得不错买了半年返学费的课程 用了段时间后确实感觉听说有提高 不过随着课程难度增加 生僻字越来越多 不够生活化 课程内容也比较像上学时候的课本 不是很有趣 后来有段时间工作连续加班到半夜两周 没时间继续上课 班班私信我督促学习 我如实说了 结果那位班班很嘲讽的语气说不想学总是有各种借口理由的类似这样的话 真是立马印象极差…难道学员每天凌晨睡觉 还要抽半小时左右出来上课才行吗？之后的课程也弃了 因为这个也不会再用流利说了,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=2409673946
4445995691,流利说·英语,cn,3,学习内容与体系质量差,1.0,课程里面常会有那些地理知识，化学知识之类的生僻单词,不合理,我学英语是为了日常生活交流，可是课程里面常会有那些地理知识，化学知识之类的生僻单词，遇到这些课程，我要花费大量的时间去查询，以便自己理解透，我不清楚我学了这些单词语句有何用，难道跟人家英语交流地球怎么转的，用英语交流化学分子？我每天把孩子丢给她爸带，或者等孩子睡着了才能挤出时间学习，却在这些课程上久久不能通关，让我失去了耐心。半年的学习课程，坚持三个月，后面的难度越来越大，里面生活中涉及不到的单词语句也越来越难通关，不过关就没办法继续下面的课程。果断卸载这个软件,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=4445995691
2069489248,流利说·英语,cn,2,客户服务响应差,1.0,班主任感觉水平也一般也不负责,服务很一般,体验课时候服务很好，买课以后氛围很差，班主任感觉水平也一般也不负责，基本就是无限发广告让你买课，口语点评很不用心。而且整体群内互动水平很低，都是一帮零基础的在说话，跟班主任带动绝对有关系。然后软件经常有不记时或者不记录进度的时候，甚至闪退，时间答题设计也不合理，非常打击人让人很烦躁。个人认为没有必要买那个懂你课程，没有干货，高中以上水平那些表达你都会。麻烦改成分级建班好吗毕竟我买了一年还不能退。,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=2069489248
2069489248,流利说·英语,cn,2,应用稳定性与技术问题,1.0,软件经常有不记时或者不记录进度的时候，甚至闪退,服务很一般,体验课时候服务很好，买课以后氛围很差，班主任感觉水平也一般也不负责，基本就是无限发广告让你买课，口语点评很不用心。而且整体群内互动水平很低，都是一帮零基础的在说话，跟班主任带动绝对有关系。然后软件经常有不记时或者不记录进度的时候，甚至闪退，时间答题设计也不合理，非常打击人让人很烦躁。个人认为没有必要买那个懂你课程，没有干货，高中以上水平那些表达你都会。麻烦改成分级建班好吗毕竟我买了一年还不能退。,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=2069489248
3632129197,流利说·英语,cn,2,应用稳定性与技术问题,1.0,好多页面用着用着小绿圈就转啊转,后台支持较差,课程形式可以讲比较新颖，适合有自律和毅力的人自学，内容的话建议增添更多大板块的阅读。课程费用建议更亲民一些，因为未来竞争者会非常多，客户转移成本低，因为这个失去了竞争力得不偿失。另外再讲后台支持，建议去看看那些视频软件，那么大的信息量，都不卡，你们好多页面用着用着小绿圈就转啊转，然后再过一分钟就说页面没找到，拜托我无线网，且数据信号满格哎，这是硬伤。另外就是学习时长的记录，不管是买的课程还是轻松学的，时间记录都是错的，我学了半个多小时，怎么就给我记了5分钟呢？要知道能来学的，那都是抽时间学的，你让人家时长不够，打不了卡，可能不久人家就对你的软件失去信心和耐心了。另外那个998的课程，送的30几门课，其实用户靠打卡勤学，是可以自己获得的，建议赠送其他商品，比如同阶名著片段跟读什么的。,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=3632129197
2462369093,流利说·英语,cn,3,学习内容与体系质量差,1.0,都是一些死记硬背的句子,卸载前来评价一下,完全没有广告里面说得如此有趣味性，没有什么AI老师，也没有每天花半个小时学习就能有进步。如果要学到可以返学费的地步，一天不花上两个小时几乎不可能………课程虽然覆盖面很广，但都是一些死记硬背的句子，对于不感兴趣的内容你也不得不学，勉强学习的结果就是产生了厌倦的情绪。尤其有些课程上了六七遍，只是错了一道选择题，也依然是给两颗星而拿不到三颗星，导致无法解锁下一课程的时候，真是觉得自己的耐心被磨完了……在网上看到有一些人说达到要求后真的有返学费的，但是貌似没看到过谁说上完课程英语真的有进步的………反正就当499买个教训吧，以后再也不会买什么在线课程or报什么班了……,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=2462369093
2462369093,流利说·英语,cn,3,评分与反馈机制不合理,1.0,错了一道选择题，也依然是给两颗星而拿不到三颗星,卸载前来评价一下,完全没有广告里面说得如此有趣味性，没有什么AI老师，也没有每天花半个小时学习就能有进步。如果要学到可以返学费的地步，一天不花上两个小时几乎不可能………课程虽然覆盖面很广，但都是一些死记硬背的句子，对于不感兴趣的内容你也不得不学，勉强学习的结果就是产生了厌倦的情绪。尤其有些课程上了六七遍，只是错了一道选择题，也依然是给两颗星而拿不到三颗星，导致无法解锁下一课程的时候，真是觉得自己的耐心被磨完了……在网上看到有一些人说达到要求后真的有返学费的，但是貌似没看到过谁说上完课程英语真的有进步的………反正就当499买个教训吧，以后再也不会买什么在线课程or报什么班了……,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=2462369093
3273097568,流利说·英语,cn,1,隐私骚扰与过度营销,1.0,满屏的广告我看着都不想看,加油吧,我应该是因爱生恨吧，最开始英语说出来了时候我见人就推荐，觉得很地道方便。但是现在我觉得对于一个音乐发烧友来说我真的很想吐槽升级之后的流利说板块，其实我很喜欢最开始的页面，简单干净，还不复杂，关键是你可以后台直接播放每天的英语音频，升级之后我就很久没有听到那句：每天早上八点让我们叫醒你的耳朵这句话了，说真的。现在满屏的广告我看着都不想看，做产品，心态很重要。站在用户体验的角度想问题你才能有更大的推广价值。商业化的同时希望也能最大程度的保留人性化。,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=3273097568
2651158507,流利说·英语,cn,3,应用稳定性与技术问题,1.0,进度条走到一半直接跳完,卸了又下，下了又删！bug一堆，累觉不爱,我觉得对于流利说是很有发言权的，第一次用是大一的时候，为了提升自己口语流利度下载的，现在也已经三年了，三年来版本的不断迭代更新，都用过，虽然不断在进步，但我卸载和下载的原因都只有一个，下载是初心，而卸载就是配音的时候，时间按照段来跳的，而且进度条走到一半直接跳完（不知是否手机问题，试过好多个手机都存在这样的问题，如果不是手机问题那就是人品问题了，哈哈哈）希望能早点重视此问题，如果修复了也许我还是会再次下载回来的！这也是我第一次写软件的评论！万望后台人员重视！感谢！,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=2651158507
3506609521,流利说·英语,cn,3,学习内容与体系质量差,1.0,我希望在未来的学习里，更多的贴近我的日常生活,日常用语,我是一个五岁多小朋友的妈妈，我打算用四五年时间学习英语口语，我已经在流利说学了三个多月了，还是有一点点进步，不过很小，我喜欢流利说可以跟读这个部分，可以听原音，并纠正自己的发音，这个非常实用。我学习到level4了，但是实际考试只有level2的水平，中间的学习内容有一部分人物传记，有身体的各个部分，也有灭绝事件，涵盖的内容很广，很有趣味性，我希望在未来的学习里，更多的贴近我的日常生活，就像日常交谈这方面的内容更多一些，我希望从每天的日常口语中开始学习，有利于我更能开口说出来，我觉得学习恐龙灭绝事件啊，身体系统啊，法律等内容，虽然有意思，但是我不能带入生活中，我希望能从我身边的一点一滴开始学习，能开口讲，现在我的学习进程大部分是靠背，没有语感……,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=3506609521
2088200318,流利说·英语,cn,3,应用稳定性与技术问题,1.0,无故刷新不出课程、突然卡住、保存并退出再进去之后发现课程没有保存,关于软件各种刷新不出和保存不了学习内容,实在忍不住吐槽了，用这个软件刚开始学了两个月当时觉得还挺好的，单月的班班也是特别负责有什么问题几乎都会解决，因为这个好印象我又报了半年的课程，可这次让我失望透顶，无故刷新不出课程、突然卡住、保存并退出 再进去之后发现课程没有保存、以及保存了发现自己的学习时间为零！这一切的前提都是在刷新很多遍 关流量 关机再打开之后的结果！很失望很失望失望透顶，学习完之后想要打卡却发现“没有学习” 有事情中途保存退出后发现“没有学习” 真的浪费学习热情！也特别无奈了，课程要到18年四月份，如果一直这样我也会放弃的！,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=2088200318
1783558069,流利说·英语,cn,3,学习内容与体系质量差,1.0,单词是在课后解锁的...纯靠听和说，不过是鹦鹉学舌,我来提点意见,用了流利说的懂你英语课程小半年了，对提升听力和校正口语发音还是很有帮助，直播课干货多多，很不错。但是！有个最大的问题就是每个单元的单词是在课后解锁的，这一点体验很不好，毕竟如果有不认识的单词，那纯靠听和说，不过是鹦鹉学舌，句子说出来我也无法准确理解意思，这不是咱们学英语的初衷。强烈建议单词在单元开始前就解锁，复杂单词中英文释义都要有！,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=1783558069
6204559194,流利说·英语,cn,2,教学方式缺乏系统性,1.0,课程难度过低...难度根本没有任何变化,付费课程的学习机制非常差,报了50块一个月的课，体验极差，建议大家不要购买。课程内容还可以，就是整个学习的机制太糟糕了。 首先是课程难度问题。我分配到的课程难度过低，重复练习的时候感觉非常浪费时间。课程结束后我选了【觉得课程过于简单没有帮助】这个选项，但下次的课程还是一样简单，难度根本没有任何变化……于是我为了不浪费钱只能反复重复没有任何意义的练习 还有一个很让人无语的机制就是，如果超过24小时不学习，就要重新学之前课程。我真是一口血吐出来啊，第一天早上九点学完，第二天下午再学就超过24小时了，就要继续重复之前无聊的课程……这个课程还不能快速略过，必须一题一题慢慢地做过去，我真的吐了…… 我真的希望你们可以【随时安排等级测试】，随时切换课程，不要那么一点点往前爬，现在我真的觉得自己在花钱找罪受。或者求求你们听一听用户意见，我选了【太简单】之后就让我不要重复反复学那一课了，真的。实在不行加一个跳过这一课的功能也行啊 今天客服还问我要不要报200一个月的小班，我当场昏了，这50块我都后悔死还报200？,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=6204559194
6204559194,流利说·英语,cn,2,学习内容与体系质量差,1.0,只能重复没有任何意义的练习,付费课程的学习机制非常差,报了50块一个月的课，体验极差，建议大家不要购买。课程内容还可以，就是整个学习的机制太糟糕了。 首先是课程难度问题。我分配到的课程难度过低，重复练习的时候感觉非常浪费时间。课程结束后我选了【觉得课程过于简单没有帮助】这个选项，但下次的课程还是一样简单，难度根本没有任何变化……于是我为了不浪费钱只能反复重复没有任何意义的练习 还有一个很让人无语的机制就是，如果超过24小时不学习，就要重新学之前课程。我真是一口血吐出来啊，第一天早上九点学完，第二天下午再学就超过24小时了，就要继续重复之前无聊的课程……这个课程还不能快速略过，必须一题一题慢慢地做过去，我真的吐了…… 我真的希望你们可以【随时安排等级测试】，随时切换课程，不要那么一点点往前爬，现在我真的觉得自己在花钱找罪受。或者求求你们听一听用户意见，我选了【太简单】之后就让我不要重复反复学那一课了，真的。实在不行加一个跳过这一课的功能也行啊 今天客服还问我要不要报200一个月的小班，我当场昏了，这50块我都后悔死还报200？,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=6204559194
6204559194,流利说·英语,cn,2,客户服务响应差,1.0,今天客服还问我要不要报200一个月的小班,付费课程的学习机制非常差,报了50块一个月的课，体验极差，建议大家不要购买。课程内容还可以，就是整个学习的机制太糟糕了。 首先是课程难度问题。我分配到的课程难度过低，重复练习的时候感觉非常浪费时间。课程结束后我选了【觉得课程过于简单没有帮助】这个选项，但下次的课程还是一样简单，难度根本没有任何变化……于是我为了不浪费钱只能反复重复没有任何意义的练习 还有一个很让人无语的机制就是，如果超过24小时不学习，就要重新学之前课程。我真是一口血吐出来啊，第一天早上九点学完，第二天下午再学就超过24小时了，就要继续重复之前无聊的课程……这个课程还不能快速略过，必须一题一题慢慢地做过去，我真的吐了…… 我真的希望你们可以【随时安排等级测试】，随时切换课程，不要那么一点点往前爬，现在我真的觉得自己在花钱找罪受。或者求求你们听一听用户意见，我选了【太简单】之后就让我不要重复反复学那一课了，真的。实在不行加一个跳过这一课的功能也行啊 今天客服还问我要不要报200一个月的小班，我当场昏了，这50块我都后悔死还报200？,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=6204559194
3830807359,流利说·英语,cn,3,隐私骚扰与过度营销,1.0,流利说已经成为营销倾向十分明显的软件了,走下坡路了吗？,很早以前通过配音认识了一大批小伙伴，有了学习群，都是自愿加入的。后来在大家的影响下买过流利阅读的课程，感觉不错还续费过一期。再后来软件升级，配音功能没了，以前的学习群也散了。现在发现最近的更新把圈子功能也取消掉了，社区功能弱化，一直练口语的圈子没了。流利说已经成为营销倾向十分明显的软件了，作为一个好几年的老用户，感觉可惜，同类产品可替代的不是没有，离说再见不远了。,https://itunes.apple.com/cn/review?id=597364850&type=Purple%20Software&mt=8&reviewId=3830807359
